iter	Logloss
497	0.03848199222
498	0.03841265647
499	0.0383233428
500	0.03825092316
501	0.03810989338
502	0.03802260109
503	0.03788380001
504	0.03774615993
505	0.03764186216
506	0.03755196281
507	0.03744588987
508	0.03735584021
509	0.03725530272
510	0.03720820468
511	0.03709541715
512	0.0370075288
513	0.03690667774
514	0.0368061869
515	0.03670224936
516	0.03663497386
517	0.03653559737
518	0.03638406422
519	0.03631662286
520	0.03621389555
521	0.03618265494
522	0.03606470771
523	0.03597465028
524	0.03585266549
525	0.03575558248
526	0.03560566902
527	0.03551127081
528	0.03540144019
529	0.03532764186
530	0.03522038978
531	0.03512383026
532	0.03505480549
533	0.0349603995
534	0.03489755807
535	0.03480870309
536	0.03476064361
537	0.03467712195
538	0.03459524331
539	0.03450274986
540	0.03445442863
541	0.03440680711
542	0.03432208559
543	0.03422364204
544	0.03413675661
545	0.03403843227
546	0.03397605212
547	0.03387678706
548	0.03378779992
549	0.03373319688
550	0.03365299494
551	0.03355147268
552	0.03347266239
553	0.03342027768
554	0.0333149174
555	0.03326466809
556	0.03319336798
557	0.0331337115
558	0.03307532228
559	0.03300937362
560	0.03290655302
561	0.03285973487
562	0.03280686814
563	0.03276933276
564	0.0326731801
565	0.03263538817
566	0.03256062321
567	0.03252216267
568	0.03241430158
569	0.03234734224
570	0.032328134
571	0.03229852863
572	0.03220751493
573	0.03216444928
574	0.03210325345
575	0.03203330351
576	0.03194624445
577	0.03187349568
578	0.03178602716
579	0.0317296308
580	0.03162973083
581	0.03156792081
582	0.03147443999
583	0.03140416871
584	0.03131115955
585	0.03125401683
586	0.03118390881
587	0.03110167255
588	0.03105482589
589	0.03099014189
590	0.03089413436
591	0.03084355852
592	0.03079135781
593	0.0307136178
594	0.03061700645
595	0.03057194793
596	0.03053584824
597	0.03044102503
598	0.0303756491
599	0.03029126447
600	0.03023753218
601	0.03017017116
602	0.03012308867
603	0.03002840021
604	0.02996914542
605	0.02991199234
606	0.02983567507
607	0.02976952428
608	0.02971315643
609	0.02965305681
610	0.02960666366
611	0.02954043513
612	0.02949457324
613	0.02941443609
614	0.02939211804
615	0.02932437866
616	0.0292598346
617	0.02918937673
618	0.02911600341
619	0.02904655622
620	0.02901020257
621	0.02891704311
622	0.02886044979
623	0.02879733106
624	0.02874574454
625	0.02867439001
626	0.02862751743
627	0.028553263
628	0.02850349831
629	0.02842197211
630	0.02834651781
631	0.02826433596
632	0.02820818839
633	0.02815507288
634	0.02810397355
635	0.02801567575
636	0.02795501377
637	0.02789867961
638	0.0278444031
639	0.02776238193
640	0.02768893864
641	0.02762390479
642	0.02754993024
643	0.02748453617
644	0.02744385471
645	0.02739092578
646	0.02736109754
647	0.02728664875
648	0.02720387863
649	0.02713873075
650	0.02707004547
651	0.02701132971
652	0.02695067033
653	0.02686774212
654	0.02683430651
655	0.02679243813
656	0.02673597958
657	0.0266556688
658	0.02658443866
659	0.02651610582
660	0.02645993233
661	0.0264065473
662	0.02635289793
663	0.02629527061
664	0.02621699416
665	0.02618426862
666	0.02613603032
667	0.0260712634
668	0.02600886511
669	0.02594551574
670	0.02588297232
671	0.0258369394
672	0.02577214915
673	0.02572853669
674	0.02567679986
675	0.0256193358
676	0.02557840555
677	0.02553333148
678	0.02549029174
679	0.02544703432
680	0.02538067362
681	0.02534056746
682	0.02528168326
683	0.02522929337
684	0.02516540237
685	0.02510048514
686	0.02506032975
687	0.02500126414
688	0.02493480755
689	0.02488035741
690	0.0248293151
691	0.02477463432
692	0.02472244657
693	0.02467356817
694	0.02461289064
695	0.02455576347
696	0.02450725307
697	0.02445560953
698	0.02440392453
699	0.02435123661
700	0.02430404528
701	0.02425189381
702	0.02421059816
703	0.02416499283
704	0.02409804386
705	0.02404908512
706	0.02400354717
707	0.02395868301
708	0.0239038882
709	0.02385495538
710	0.02381383854
711	0.02376242824
712	0.02369840249
713	0.02364121054
714	0.0235983548
715	0.02352477675
716	0.02346379861
717	0.02341905366
718	0.02337053548
719	0.02331698718
720	0.02327209193
721	0.0232155323
722	0.0231789817
723	0.02312276415
724	0.02307321455
725	0.02302642491
726	0.0229788915
727	0.02293160169
728	0.0228756407
729	0.02283742635
730	0.02279761563
731	0.0227503932
732	0.02268999556
733	0.02264987386
734	0.02259925397
735	0.02255257575
736	0.0225131123
737	0.02246903596
738	0.02242062403
739	0.02236386227
740	0.02232502336
741	0.02225998174
742	0.02219250928
743	0.02214955765
744	0.02210503298
745	0.02204017276
746	0.02197982695
747	0.02194079109
748	0.02189660072
749	0.02184838575
750	0.02180682317
751	0.02175827389
752	0.02171199477
753	0.02166855983
754	0.02163585891
755	0.02159249783
756	0.0215552216
757	0.02151163765
758	0.02146472102
759	0.02142838551
760	0.02137695706
761	0.02132578777
762	0.02128005676
763	0.02124703967
764	0.02119668929
765	0.02116004021
766	0.02111398526
767	0.0210813258
768	0.02105298638
769	0.02101236193
770	0.02097708505
771	0.0209390521
772	0.02088705094
773	0.02084533287
774	0.02079010398
775	0.02074288415
776	0.02068608481
777	0.02062165089
778	0.02059191077
779	0.02055770936
780	0.02052005996
781	0.02049252261
782	0.02045644885
783	0.02042003818
784	0.02036867971
785	0.02034533283
786	0.02030626976
787	0.02026617009
788	0.02022919707
789	0.02020693862
790	0.02015921733
791	0.02012149925
792	0.02007382201
793	0.02004043952
794	0.02002889177
795	0.0199754588
796	0.01993980874
797	0.01991730151
798	0.01988525494
799	0.01985364764
800	0.0198247951
801	0.0197785704
802	0.01975400292
803	0.01969159427
804	0.01968070217
805	0.01964141882
806	0.01958991652
807	0.01954700636
808	0.01950822835
809	0.01945361365
810	0.01941582949
811	0.01936991318
812	0.01933709435
813	0.01929974556
814	0.01925772169
815	0.01920965184
816	0.01917958519
817	0.01912967148
818	0.01909512281
819	0.01905198849
820	0.01900439159
821	0.01894953329
822	0.01892743422
823	0.01889536044
824	0.01886346547
825	0.01883135801
826	0.01880083654
827	0.01878667914
828	0.01873393681
829	0.01869321647
830	0.0186585758
831	0.01861192221
832	0.01857803697
833	0.01852908083
834	0.01852116507
835	0.01849517226
836	0.01845380275
837	0.01840871443
838	0.01836138705
839	0.01832699257
840	0.01830393335
841	0.01824148323
842	0.01820187206
843	0.01817753004
844	0.01814708114
845	0.01809029864
846	0.01804726927
847	0.01800999045
848	0.01797220629
849	0.01794127019
850	0.01791125277
851	0.01788045012
852	0.01784447483
853	0.0178161419
854	0.01777519091
855	0.01773932187
856	0.01772023025
857	0.01769525979
858	0.01766582546
859	0.01763447471
860	0.01760807245
861	0.01757880657
862	0.01755198966
863	0.0175050821
864	0.01746892929
865	0.01743964268
866	0.01739944323
867	0.01735699825
868	0.01732188722
869	0.01729323294
870	0.01726097905
871	0.01721998272
872	0.01719271359
873	0.01717080889
874	0.01712681547
875	0.01710799725
876	0.01708547188
877	0.01706930218
878	0.01703644835
879	0.01699800336
880	0.01699042839
881	0.01695689948
882	0.01692615903
883	0.01689965569
884	0.01686626932
885	0.01683882138
886	0.0168179144
887	0.01678123163
888	0.01674371828
889	0.0167103332
890	0.01667544375
891	0.01664917884
892	0.01662132533
893	0.01659237302
894	0.01655557363
895	0.01651536641
896	0.01648568848
897	0.01645509575
898	0.01643115541
899	0.01639514125
900	0.01636941796
901	0.01633789488
902	0.01630025065
903	0.01626580306
904	0.01623044843
905	0.01620941836
906	0.01617447708
907	0.01616203655
908	0.01613438648
909	0.01611084005
910	0.01606943296
911	0.01603658821
912	0.01601251312
913	0.01598011929
914	0.01593933935
915	0.01591777024
916	0.01590132843
917	0.01587267026
918	0.01583582422
919	0.01580012233
920	0.01576832066
921	0.01573616266
922	0.01571711768
923	0.01569170537
924	0.01565996201
925	0.01561897216
926	0.0155961073
927	0.01557399786
928	0.01555029206
929	0.01551730218
930	0.0154840998
931	0.01545306004
932	0.01542159267
933	0.015390676
934	0.01538665917
935	0.01535795305
936	0.01532206587
937	0.01530154373
938	0.01527907797
939	0.01524683315
940	0.0152205462
941	0.01519195671
942	0.0151714864
943	0.0151456724
944	0.0151176349
945	0.01510086526
946	0.01507808592
947	0.01505857576
948	0.01503615017
949	0.01501086873
950	0.01500392219
951	0.01498289989
952	0.01495819506
953	0.01493275943
954	0.01490007147
955	0.01487396334
956	0.01484592453
957	0.01482350412
958	0.01479559359
959	0.01477534615
960	0.0147521146
961	0.01472388791
962	0.01469809983
963	0.01467594893
964	0.01465478928
965	0.01462352146
966	0.01459650501
967	0.01456965571
968	0.01454671829
969	0.01452479414
970	0.01450212365
971	0.01447364429
972	0.01445080664
973	0.01442908722
974	0.01440541122
975	0.01436392509
976	0.01433767832
977	0.01431362525
978	0.01428247923
979	0.0142521314
980	0.01422581595
981	0.01420749918
982	0.01418641598
983	0.01416329197
984	0.0141371955
985	0.01410059307
986	0.01406385588
987	0.01404497675
988	0.01401845009
989	0.01398909092
990	0.01396025652
991	0.01393178624
992	0.01390840696
993	0.01388209022
994	0.01386274592
995	0.01383708871
996	0.01381462035
997	0.01380244027
998	0.01377805938
999	0.01374442811
